state,pollster,sponsors,pollster_rating_id,fte_grade,sample_size,methodology,start_date,end_date,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,notes,url,stage,answer,candidate_name,candidate_party,pct
Iowa,Monmouth University,,215,A+,402,Live Phone,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,higher likely turnout,https://www.monmouth.edu/polling-institute/documents/monmoutpoll_ia_092420.pdf/,general,Trump,Donald Trump,REP,49
Iowa,Monmouth University,,215,A+,402,Live Phone,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,higher likely turnout,https://www.monmouth.edu/polling-institute/documents/monmoutpoll_ia_092420.pdf/,general,Jorgensen,Jo Jorgensen,LIB,2
Iowa,Monmouth University,,215,A+,402,Live Phone,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmoutpoll_ia_092420.pdf/,general,Biden,Joseph R. Biden Jr.,DEM,46
Iowa,Monmouth University,,215,A+,402,Live Phone,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmoutpoll_ia_092420.pdf/,general,Trump,Donald Trump,REP,49
Iowa,Monmouth University,,215,A+,402,Live Phone,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmoutpoll_ia_092420.pdf/,general,Jorgensen,Jo Jorgensen,LIB,2
,Ipsos,Reuters,154,B-,1350,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_25_2020_.pdf,general,Biden,Joseph R. Biden Jr.,DEM,43
,Ipsos,Reuters,154,B-,1350,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_25_2020_.pdf,general,Trump,Donald Trump,REP,39
,Ipsos,Reuters,154,B-,1160,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_25_2020_.pdf,general,Biden,Joseph R. Biden Jr.,DEM,47
,Ipsos,Reuters,154,B-,1160,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_25_2020_.pdf,general,Trump,Donald Trump,REP,41
,Ipsos,Reuters,154,B-,889,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_25_2020_.pdf,general,Biden,Joseph R. Biden Jr.,DEM,50
,Ipsos,Reuters,154,B-,889,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_25_2020_.pdf,general,Trump,Donald Trump,REP,42
North Carolina,Meredith College,,423,B/C,705,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.meredith.edu/assets/images/content/Meredith_College_Poll_Report_September_2020.pdf,general,Biden,Joseph R. Biden Jr.,DEM,45.7
North Carolina,Meredith College,,423,B/C,705,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.meredith.edu/assets/images/content/Meredith_College_Poll_Report_September_2020.pdf,general,Trump,Donald Trump,REP,45.4
North Carolina,Meredith College,,423,B/C,705,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.meredith.edu/assets/images/content/Meredith_College_Poll_Report_September_2020.pdf,general,Blankenship,Don Blankenship,CON,1
North Carolina,Meredith College,,423,B/C,705,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.meredith.edu/assets/images/content/Meredith_College_Poll_Report_September_2020.pdf,general,Hawkins,Howie Hawkins,GRE,0.3
North Carolina,Meredith College,,423,B/C,705,Online,9/18/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.meredith.edu/assets/images/content/Meredith_College_Poll_Report_September_2020.pdf,general,Jorgensen,Jo Jorgensen,LIB,1.6
,Rasmussen Reports/Pulse Opinion Research,,277,C+,3000,IVR/Online,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_sep23,general,Biden,Joseph R. Biden Jr.,DEM,48.03
,Rasmussen Reports/Pulse Opinion Research,,277,C+,3000,IVR/Online,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_sep23,general,Trump,Donald Trump,REP,47.02
Iowa,Siena College/The New York Times Upshot,,448,A+,501,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Biden,Joseph R. Biden Jr.,DEM,45
Iowa,Siena College/The New York Times Upshot,,448,A+,501,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Trump,Donald Trump,REP,42
Iowa,Siena College/The New York Times Upshot,,448,A+,501,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Jorgensen,Jo Jorgensen,LIB,2
Iowa,Siena College/The New York Times Upshot,,448,A+,501,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Hawkins,Howie Hawkins,GRE,0
Texas,Siena College/The New York Times Upshot,,448,A+,653,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Biden,Joseph R. Biden Jr.,DEM,43
Texas,Siena College/The New York Times Upshot,,448,A+,653,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Trump,Donald Trump,REP,46
Texas,Siena College/The New York Times Upshot,,448,A+,653,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Jorgensen,Jo Jorgensen,LIB,1
Texas,Siena College/The New York Times Upshot,,448,A+,653,Live Phone,9/16/20,9/22/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Hawkins,Howie Hawkins,GRE,1
Arizona,Data for Progress,Defend Students Action Fund,522,B-,481,Online,9/15/20,9/22/20,FALSE,,,FALSE,FALSE,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,general,Biden,Joseph R. Biden Jr.,DEM,45
Arizona,Data for Progress,Defend Students Action Fund,522,B-,481,Online,9/15/20,9/22/20,FALSE,,,FALSE,FALSE,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,general,Trump,Donald Trump,REP,46
Florida,Data for Progress,Defend Students Action Fund,522,B-,620,Online,9/15/20,9/22/20,FALSE,,,FALSE,FALSE,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,general,Biden,Joseph R. Biden Jr.,DEM,46
Florida,Data for Progress,Defend Students Action Fund,522,B-,620,Online,9/15/20,9/22/20,FALSE,,,FALSE,FALSE,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,general,Trump,Donald Trump,REP,43
Texas,Data for Progress,Defend Students Action Fund,522,B-,726,Online,9/15/20,9/22/20,FALSE,,,FALSE,FALSE,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,general,Biden,Joseph R. Biden Jr.,DEM,45
Texas,Data for Progress,Defend Students Action Fund,522,B-,726,Online,9/15/20,9/22/20,FALSE,,,FALSE,FALSE,,https://filesforprogress.org/memos/student-debt-project-electoral.pdf,general,Trump,Donald Trump,REP,46
,Hofstra University,,558,,2000,Online,9/14/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.hofstra.edu/pdf/academics/colleges/hclas/gov-policy-international/kalikow-poll-0920.pdf,general,Biden,Joseph R. Biden Jr.,DEM,53.2
,Hofstra University,,558,,2000,Online,9/14/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.hofstra.edu/pdf/academics/colleges/hclas/gov-policy-international/kalikow-poll-0920.pdf,general,Trump,Donald Trump,REP,41.9
,USC Dornsife/Los Angeles Times,,343,B/C,5440,Online,9/9/20,9/22/20,FALSE,,TRUE,FALSE,FALSE,probabilistic voting question,https://election.usc.edu/,general,Biden,Joseph R. Biden Jr.,DEM,51.43
,USC Dornsife/Los Angeles Times,,343,B/C,5440,Online,9/9/20,9/22/20,FALSE,,TRUE,FALSE,FALSE,probabilistic voting question,https://election.usc.edu/,general,Trump,Donald Trump,REP,41.94
,USC Dornsife/Los Angeles Times,,343,B/C,5440,Online,9/9/20,9/22/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question,https://election.usc.edu/,general,Biden,Joseph R. Biden Jr.,DEM,52.23
,USC Dornsife/Los Angeles Times,,343,B/C,5440,Online,9/9/20,9/22/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question,https://election.usc.edu/,general,Trump,Donald Trump,REP,41.89
,USC Dornsife/Los Angeles Times,,343,B/C,5330,Online,9/9/20,9/22/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question (RV),https://election.usc.edu/,general,Biden,Joseph R. Biden Jr.,DEM,50.16
,USC Dornsife/Los Angeles Times,,343,B/C,5330,Online,9/9/20,9/22/20,FALSE,,TRUE,FALSE,FALSE,traditional voting question (RV),https://election.usc.edu/,general,Trump,Donald Trump,REP,42.11
,Public Religion Research Institute,,428,A/B,2233,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,57
,Public Religion Research Institute,,428,A/B,2233,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Trump,Donald Trump,REP,42
,Public Religion Research Institute,,428,A/B,1387,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,lower turnout model,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,55
,Public Religion Research Institute,,428,A/B,1387,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,lower turnout model,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Trump,Donald Trump,REP,44
,Public Religion Research Institute,,428,A/B,1736,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,higher turnout model,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,57
,Public Religion Research Institute,,428,A/B,1736,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,higher turnout model,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Trump,Donald Trump,REP,42
,Public Religion Research Institute,,428,A/B,2538,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,56
,Public Religion Research Institute,,428,A/B,2538,Live Phone/Online,9/9/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.prri.org/wp-content/uploads/2020/10/Full-Topline-AVS-2020-v2_10-19release-1.pdf,general,Trump,Donald Trump,REP,42
Ohio,Baldwin Wallace University,,401,C/D,1011,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,44.9
Ohio,Baldwin Wallace University,,401,C/D,1011,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Trump,Donald Trump,REP,44.3
Ohio,Baldwin Wallace University,,401,C/D,1011,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Hawkins,Howie Hawkins,GRE,0.4
Ohio,Baldwin Wallace University,,401,C/D,1011,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Jorgensen,Jo Jorgensen,LIB,1.9
Michigan,Baldwin Wallace University,,401,C/D,1001,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,49.9
Michigan,Baldwin Wallace University,,401,C/D,1001,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Trump,Donald Trump,REP,41.9
Michigan,Baldwin Wallace University,,401,C/D,1001,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Hawkins,Howie Hawkins,GRE,0.2
Michigan,Baldwin Wallace University,,401,C/D,1001,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Jorgensen,Jo Jorgensen,LIB,0.8
Pennsylvania,Baldwin Wallace University,,401,C/D,1012,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,47.3
Pennsylvania,Baldwin Wallace University,,401,C/D,1012,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Trump,Donald Trump,REP,44.6
Pennsylvania,Baldwin Wallace University,,401,C/D,1012,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Hawkins,Howie Hawkins,GRE,0.2
Pennsylvania,Baldwin Wallace University,,401,C/D,1012,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Jorgensen,Jo Jorgensen,LIB,1.7
Wisconsin,Baldwin Wallace University,,401,C/D,863,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Biden,Joseph R. Biden Jr.,DEM,50.3
Wisconsin,Baldwin Wallace University,,401,C/D,863,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Trump,Donald Trump,REP,41
Wisconsin,Baldwin Wallace University,,401,C/D,863,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Hawkins,Howie Hawkins,GRE,0.2
Wisconsin,Baldwin Wallace University,,401,C/D,863,Online,9/8/20,9/22/20,FALSE,,,FALSE,FALSE,,https://www.bw.edu/Assets/stories/2020/fall/2020_glp_3%20final-1.pdf,general,Jorgensen,Jo Jorgensen,LIB,1.6
,Harris Insights & Analytics,Hill.TV,133,C,2803,Online,9/19/20,9/21/20,FALSE,,,FALSE,FALSE,,https://thehill.com/hilltv/what-americas-thinking/518048-poll-biden-lead-trump-by-5-points-nationwide,general,Biden,Joseph R. Biden Jr.,DEM,45
,Harris Insights & Analytics,Hill.TV,133,C,2803,Online,9/19/20,9/21/20,FALSE,,,FALSE,FALSE,,https://thehill.com/hilltv/what-americas-thinking/518048-poll-biden-lead-trump-by-5-points-nationwide,general,Trump,Donald Trump,REP,40
California,Redfield & Wilton Strategies,,562,,1885,Online,9/19/20,9/21/20,FALSE,,,FALSE,FALSE,,https://redfieldandwiltonstrategies.com/california-presidential-proposition-22-and-proposition-24-voting-intentions-19-21-september/,general,Biden,Joseph R. Biden Jr.,DEM,62
California,Redfield & Wilton Strategies,,562,,1885,Online,9/19/20,9/21/20,FALSE,,,FALSE,FALSE,,https://redfieldandwiltonstrategies.com/california-presidential-proposition-22-and-proposition-24-voting-intentions-19-21-september/,general,Trump,Donald Trump,REP,28
California,Redfield & Wilton Strategies,,562,,1885,Online,9/19/20,9/21/20,FALSE,,,FALSE,FALSE,,https://redfieldandwiltonstrategies.com/california-presidential-proposition-22-and-proposition-24-voting-intentions-19-21-september/,general,Jorgensen,Jo Jorgensen,LIB,1
California,Redfield & Wilton Strategies,,562,,1885,Online,9/19/20,9/21/20,FALSE,,,FALSE,FALSE,,https://redfieldandwiltonstrategies.com/california-presidential-proposition-22-and-proposition-24-voting-intentions-19-21-september/,general,Hawkins,Howie Hawkins,GRE,1
,Morning Consult,,218,B/C,12000,Online,9/19/20,9/21/20,FALSE,,TRUE,FALSE,FALSE,,https://morningconsult.com/2020-presidential-election-tracker/,general,Biden,Joseph R. Biden Jr.,DEM,51
,Morning Consult,,218,B/C,12000,Online,9/19/20,9/21/20,FALSE,,TRUE,FALSE,FALSE,,https://morningconsult.com/2020-presidential-election-tracker/,general,Trump,Donald Trump,REP,43
,SurveyMonkey,Axios,324,D-,9248,Online,9/19/20,9/21/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,51.62
,SurveyMonkey,Axios,324,D-,9248,Online,9/19/20,9/21/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,45.61
,SurveyMonkey,Axios,324,D-,9248,Online,9/19/20,9/21/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Biden,Joseph R. Biden Jr.,DEM,51.45
,SurveyMonkey,Axios,324,D-,9248,Online,9/19/20,9/21/20,FALSE,,TRUE,FALSE,FALSE,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,Trump,Donald Trump,REP,46.45
Pennsylvania,Trafalgar Group,Restoration PAC,338,C-,1006,IVR/Online/Text,9/18/20,9/21/20,FALSE,REP,,FALSE,FALSE,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/865/attachments/original/1600985448/Trafalagar_PA_Sept.pdf,general,Biden,Joseph R. Biden Jr.,DEM,48.1
Pennsylvania,Trafalgar Group,Restoration PAC,338,C-,1006,IVR/Online/Text,9/18/20,9/21/20,FALSE,REP,,FALSE,FALSE,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/865/attachments/original/1600985448/Trafalagar_PA_Sept.pdf,general,Trump,Donald Trump,REP,45.9
Pennsylvania,Trafalgar Group,Restoration PAC,338,C-,1006,IVR/Online/Text,9/18/20,9/21/20,FALSE,REP,,FALSE,FALSE,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/865/attachments/original/1600985448/Trafalagar_PA_Sept.pdf,general,Jorgensen,Jo Jorgensen,LIB,1.3
Pennsylvania,Trafalgar Group,Restoration PAC,338,C-,1006,IVR/Online/Text,9/18/20,9/21/20,FALSE,REP,,FALSE,FALSE,,https://d3n8a8pro7vhmx.cloudfront.net/restoration/pages/865/attachments/original/1600985448/Trafalagar_PA_Sept.pdf,general,Hawkins,Howie Hawkins,GRE,1.1
,Global Strategy Group/GBAO/Navigator Research,,413,,1230,Online,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.21.20.pdf,general,Biden,Joseph R. Biden Jr.,DEM,53
,Global Strategy Group/GBAO/Navigator Research,,413,,1230,Online,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.21.20.pdf,general,Trump,Donald Trump,REP,42
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Biden,Joseph R. Biden Jr.,DEM,46
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Trump,Donald Trump,REP,47
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Jorgensen,Jo Jorgensen,LIB,2
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,higher likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Biden,Joseph R. Biden Jr.,DEM,46
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,higher likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Trump,Donald Trump,REP,48
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,higher likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Jorgensen,Jo Jorgensen,LIB,2
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Biden,Joseph R. Biden Jr.,DEM,45
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Trump,Donald Trump,REP,50
Georgia,Monmouth University,,215,A+,402,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,lower likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/,general,Jorgensen,Jo Jorgensen,LIB,1
,Quinnipiac University,,267,B+,1302,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://poll.qu.edu/national/release-detail?ReleaseID=3674,general,Biden,Joseph R. Biden Jr.,DEM,52
,Quinnipiac University,,267,B+,1302,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://poll.qu.edu/national/release-detail?ReleaseID=3674,general,Trump,Donald Trump,REP,42
Ohio,Quinnipiac University,,267,B+,1085,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3675,general,Biden,Joseph R. Biden Jr.,DEM,48
Ohio,Quinnipiac University,,267,B+,1085,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3675,general,Trump,Donald Trump,REP,47
Texas,Quinnipiac University,,267,B+,1078,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3675,general,Biden,Joseph R. Biden Jr.,DEM,45
Texas,Quinnipiac University,,267,B+,1078,Live Phone,9/17/20,9/21/20,FALSE,,,FALSE,FALSE,,https://poll.qu.edu/ohio/release-detail?ReleaseID=3675,general,Trump,Donald Trump,REP,50
Georgia,Siena College/The New York Times Upshot,,448,A+,523,Live Phone,9/16/20,9/21/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Biden,Joseph R. Biden Jr.,DEM,45
Georgia,Siena College/The New York Times Upshot,,448,A+,523,Live Phone,9/16/20,9/21/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Trump,Donald Trump,REP,45
Georgia,Siena College/The New York Times Upshot,,448,A+,523,Live Phone,9/16/20,9/21/20,FALSE,,,FALSE,FALSE,,https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf,general,Jorgensen,Jo Jorgensen,LIB,2
Nevada,ALG Research,DEM (partisan),14,B/C,800,Live Phone,9/15/20,9/21/20,FALSE,DEM,,FALSE,FALSE,,https://thenevadaindependent.com/article/new-democratic-poll-shows-biden-up-4-in-nevada,general,Biden,Joseph R. Biden Jr.,DEM,47
Nevada,ALG Research,DEM (partisan),14,B/C,800,Live Phone,9/15/20,9/21/20,FALSE,DEM,,FALSE,FALSE,,https://thenevadaindependent.com/article/new-democratic-poll-shows-biden-up-4-in-nevada,general,Trump,Donald Trump,REP,43
,Ipsos,Survey Center on American Life,154,B-,2006,Online,9/11/20,9/21/20,FALSE,,,FALSE,FALSE,,https://www.americansurveycenter.org/wp-content/uploads/2020/10/APS-September-2020-Topline-Questionnaire.pdf,general,Biden,Joseph R. Biden Jr.,DEM,47
,Ipsos,Survey Center on American Life,154,B-,2006,Online,9/11/20,9/21/20,FALSE,,,FALSE,FALSE,,https://www.americansurveycenter.org/wp-content/uploads/2020/10/APS-September-2020-Topline-Questionnaire.pdf,general,Trump,Donald Trump,REP,37
Michigan,YouGov,University of Wisconsin–Madison,391,B,737,Online,9/10/20,9/21/20,FALSE,,,FALSE,FALSE,recontact poll,https://elections.wisc.edu/third-2020-election-survey/,general,Biden,Joseph R. Biden Jr.,DEM,50
Michigan,YouGov,University of Wisconsin–Madison,391,B,737,Online,9/10/20,9/21/20,FALSE,,,FALSE,FALSE,recontact poll,https://elections.wisc.edu/third-2020-election-survey/,general,Trump,Donald Trump,REP,42
Michigan,YouGov,University of Wisconsin–Madison,391,B,641,Online,9/10/20,9/21/20,FALSE,,,FALSE,FALSE,recontact poll,https://elections.wisc.edu/third-2020-election-survey/,general,Biden,Joseph R. Biden Jr.,DEM,51
Michigan,YouGov,University of Wisconsin–Madison,391,B,641,Online,9/10/20,9/21/20,FALSE,,,FALSE,FALSE,recontact poll,https://elections.wisc.edu/third-2020-election-survey/,general,Trump,Donald Trump,REP,45
Pennsylvania,YouGov,University of Wisconsin–Madison,391,B,723,Online,9/10/20,9/21/20,FALSE,,,FALSE,FALSE,recontact poll,https://elections.wisc.edu/third-2020-election-survey/,general,Biden,Joseph R. Biden Jr.,DEM,49
Pennsylvania,YouGov,University of Wisconsin–Madison,391,B,723,Online,9/10/20,9/21/20,FALSE,,,FALSE,FALSE,recontact poll,https://elections.wisc.edu/third-2020-election-survey/,general,Trump,Donald Trump,REP,44
